-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(13456, 1215674567, 3, 2, 185, 1508870238, 1, 2, 6, 0),
(13457, 1215674577, 2, 2, 153, 2081259031, 1, 5, 6, 0),
(13458, 1215674585, 2, 2, 108, 1379228685, 0, 0, 7, 0),
(13459, 1215674597, 2, 2, 24, 1331957260, 0, 0, 7, 0),
(13460, 1215674614, 5, 4, 185, -1027949565, 0, 0, 0, 0),
(13461, 1215674626, 2, 3, 185, 1500321856, 0, 0, 2, 11),
(13462, 1215674631, 3, 2, 134, 1371567730, 0, 0, 6, 0),
(13463, 1215674647, 2, 1, 79, 1433823543, 0, 0, 9, 50),
(13464, 1215674660, 2, 2, 67, 1395577541, 1, 3, 7, 0),
(13465, 1215674667, 2, 2, 161, 1308139114, 0, 0, 7, 0),
(13466, 1215674705, 3, 2, 217, 1492869861, 0, 0, 6, 0),
(13467, 1215674725, 3, 2, 67, 1429972827, 0, 0, 6, 0),
(13468, 1215674731, 2, 2, 102, 1493289269, 0, 0, 7, 0),
(13469, 1215674750, 3, 2, 0, 701925600, 1, 5, 6, 0),
(13470, 1215674763, 3, 2, 99, -706822286, 1, 2, 6, 0),
(13471, 1215674764, 2, 3, 99, 1502040321, 0, 0, 2, 15),
(13472, 1215674769, 2, 3, 0, -1062706065, 0, 0, 2, 15),
(13473, 1215674780, 2, 2, 210, 973631065, 0, 0, 7, 0),
(13474, 1215674787, 3, 2, 67, 1477178019, 1, 2, 6, 0),
(13475, 1215674807, 2, 2, 161, 1416133743, 0, 0, 7, 0),
(13476, 1215674830, 2, 2, 67, 1395160696, 0, 0, 7, 0),
(13477, 1215674836, 2, 4, 233, 2064851426, 0, 0, 0, 0),
(13478, 1215674837, 2, 3, 185, 1568186047, 0, 0, 2, 15),
(13479, 1215674850, 2, 4, 99, 1449494820, 0, 0, 0, 0),
(13480, 1215674860, 3, 2, 185, 1522344740, 0, 0, 6, 0),
(13481, 1215674872, 2, 1, 222, 1550903789, 0, 0, 9, 27),
(13482, 1215674882, 3, 2, 185, 1389139197, 1, 2, 6, 0),
(13483, 1215674884, 2, 2, 99, 1409520853, 0, 0, 7, 0),
(13484, 1215674901, 3, 2, 67, 1474134522, 0, 0, 6, 0),
(13485, 1215674924, 2, 2, 56, 1528164623, 1, 3, 7, 0),
(13486, 1215674942, 3, 2, 161, 1363629847, 0, 0, 6, 0),
(13487, 1215674970, 2, 3, 185, 1536199999, 0, 0, 2, 15),
(13488, 1215674991, 3, 2, 185, 1049424922, 0, 0, 7, 0),
(13489, 1215675019, 2, 3, 225, 1645586931, 0, 0, 2, 15),
(13490, 1215675027, 3, 2, 99, 1348689932, 0, 0, 6, 0),
(13491, 1215675032, 5, 2, 225, -949721883, 0, 0, 7, 0),
(13492, 1215675037, 2, 2, 67, 1474021908, 0, 0, 7, 0),
(13493, 1215675038, 3, 2, 67, 1477374033, 0, 0, 6, 0),
(13494, 1215675082, 3, 2, 67, 1361663030, 0, 0, 6, 0),
(13495, 1215675106, 2, 2, 225, -839615942, 0, 0, 7, 0),
(13496, 1215675116, 2, 2, 13, -1098348895, 0, 0, 7, 0),
(13497, 1215675117, 2, 2, 100, -562281430, 0, 0, 7, 0),
(13498, 1215675126, 3, 2, 222, 1310264373, 1, 4, 6, 0),
(13499, 1215675130, 2, 2, 77, 1453045009, 0, 0, 7, 0),
(13500, 1215675136, 2, 3, 103, 1975820929, 0, 0, 2, 15),
(13501, 1215675140, 3, 2, 61, 702353539, 0, 0, 6, 0),
(13502, 1215675158, 3, 2, 185, 1467296238, 1, 2, 6, 0),
(13503, 1215675190, 2, 2, 67, 1395248215, 0, 0, 7, 0),
(13504, 1215675195, 3, 2, 46, -908125959, 0, 0, 6, 0),
(13505, 1215675204, 3, 2, 210, 1991125155, 1, 2, 6, 0),
(13506, 1215675215, 3, 2, 56, 1527071696, 0, 0, 6, 0),
(13507, 1215675230, 2, 2, 67, 1396542943, 0, 0, 7, 0),
(13508, 1215675246, 5, 2, 191, 1440857286, 0, 0, 7, 0),
(13509, 1215675248, 3, 2, 210, 1991159733, 0, 0, 6, 0),
(13510, 1215675252, 2, 2, 99, 1449523170, 0, 0, 7, 0),
(13511, 1215675265, 2, 2, 67, 1395871146, 0, 0, 7, 0),
(13512, 1215675283, 2, 3, 77, 1444653426, 0, 0, 2, 15),
(13513, 1215675299, 3, 2, 77, 1369311312, 0, 0, 6, 0),
(13514, 1215675303, 3, 2, 185, -643031762, 1, 2, 6, 0),
(13515, 1215675312, 3, 2, 13, -936169861, 0, 0, 6, 0),
(13516, 1215675321, 3, 2, 56, 1304076754, 0, 0, 6, 0),
(13517, 1215675332, 2, 1, 185, 1310991518, 0, 0, 9, 51),
(13518, 1215675332, 3, 2, 152, -1114911756, 0, 0, 6, 0),
(13519, 1215675335, 3, 2, 48, -632736473, 0, 0, 6, 0),
(13520, 1215675335, 3, 2, 103, 1975641131, 1, 2, 6, 0),
(13521, 1215675340, 2, 2, 67, 1305648410, 0, 0, 6, 0),
(13522, 1215675352, 2, 2, 161, 1435749533, 0, 0, 7, 0),
(13523, 1215675356, 3, 2, 48, 977152691, 0, 0, 6, 0),
(13524, 1215675359, 5, 2, 185, 1509556952, 0, 0, 7, 0),
(13525, 1215675366, 3, 2, 0, -1062731748, 0, 0, 6, 0),
(13526, 1215675376, 2, 2, 185, 1551715698, 0, 0, 6, 0),
(13527, 1215675384, 2, 2, 13, -1106094384, 1, 3, 7, 0),
(13528, 1215675410, 2, 2, 185, 1435262811, 0, 0, 7, 0),
(13529, 1215675424, 2, 1, 222, 1534914670, 0, 0, 9, 25),
(13530, 1215675448, 3, 2, 152, -1113657239, 0, 0, 6, 0),
(13531, 1215675449, 2, 1, 222, 1045477711, 0, 0, 9, 27),
(13532, 1215675464, 5, 2, 185, 1565540853, 0, 0, 7, 0),
(13533, 1215675494, 2, 2, 185, -1017188341, 0, 0, 7, 0),
(13534, 1215675511, 2, 2, 55, 1495086702, 0, 0, 7, 0),
(13535, 1215675521, 3, 2, 56, -639153745, 0, 0, 6, 0),
(13536, 1215675524, 3, 2, 48, -635696878, 0, 0, 6, 0),
(13537, 1215675534, 2, 3, 103, 1001688553, 0, 0, 2, 14),
(13538, 1215675534, 2, 2, 67, 1429770951, 0, 0, 7, 0),
(13539, 1215675541, 1, 2, 56, 1311980657, 0, 0, 6, 0),
(13540, 1215675543, 3, 2, 67, 1478124754, 0, 0, 6, 0),
(13541, 1215675572, 3, 2, 222, -710901018, 0, 0, 6, 0),
(13542, 1215675578, 3, 2, 15, 1043301773, 0, 0, 6, 0),
(13543, 1215675585, 2, 3, 99, -1028594921, 0, 0, 2, 15),
(13544, 1215675596, 2, 4, 185, -1009610675, 0, 0, 0, 0),
(13545, 1215675603, 4, 1, 185, 1315580920, 0, 0, 9, 51),
(13546, 1215675604, 3, 2, 179, 1385847983, 0, 0, 6, 0),
(13547, 1215675607, 3, 2, 94, 1949330191, 0, 0, 6, 0),
(13548, 1215675621, 5, 2, 67, 1476844297, 0, 0, 7, 0),
(13549, 1215675650, 3, 2, 99, -1846781594, 0, 0, 6, 0),
(13550, 1215675656, 2, 2, 185, 1508435246, 0, 0, 7, 0),
(13551, 1215675683, 2, 3, 222, -652957851, 0, 0, 2, 15),
(13552, 1215675701, 1, 2, 56, 1303997435, 1, 2, 6, 0),
(13553, 1215675712, 2, 2, 56, -707705327, 0, 0, 6, 0),
(13554, 1215675712, 2, 3, 184, 1548894209, 0, 0, 2, 15),
(13555, 1215675735, 2, 2, 210, -562330723, 0, 0, 7, 0),
(13556, 1215675741, 2, 3, 97, -1043984173, 0, 0, 2, 15),
(13557, 1215675742, 1, 2, 103, 1985962624, 0, 0, 6, 0),
(13558, 1215675745, 2, 2, 48, 1033187791, 0, 0, 7, 0),
(13559, 1215675751, 5, 2, 179, 1441979151, 0, 0, 7, 0),
(13560, 1215675771, 3, 2, 38, 1612029532, 0, 0, 6, 0),
(13561, 1215675773, 3, 2, 185, -1034555195, 1, 2, 6, 0),
(13562, 1215675778, 4, 2, 24, 1314535855, 0, 0, 7, 0),
(13563, 1215675779, 3, 2, 226, -1103054559, 0, 0, 6, 0),
(13564, 1215675781, 3, 2, 108, 1327455820, 0, 0, 6, 0),
(13565, 1215675805, 2, 3, 108, 1041083735, 0, 0, 2, 15),
(13566, 1215675809, 3, 2, 13, -1104089493, 0, 0, 6, 0),
(13567, 1215675814, 1, 2, 225, 1191854588, 0, 0, 6, 0),
(13568, 1215675821, 2, 2, 61, 702353661, 0, 0, 7, 0),
(13569, 1215675843, 2, 2, 99, -1030756614, 0, 0, 7, 0),
(13570, 1215675845, 3, 2, 225, -971569910, 0, 0, 6, 0),
(13571, 1215675845, 5, 4, 225, -856260156, 0, 0, 0, 0),
(13572, 1215675846, 2, 2, 222, 1440714178, 0, 0, 7, 0),
(13573, 1215675846, 5, 4, 0, -1062730585, 0, 0, 0, 0),
(13574, 1215675858, 2, 2, 67, 1477077137, 0, 0, 7, 0),
(13575, 1215675864, 2, 2, 103, 1985895898, 0, 0, 7, 0),
(13576, 1215675875, 2, 2, 67, 1343916262, 0, 0, 7, 0),
(13577, 1215675945, 2, 2, 67, 1305573152, 0, 0, 7, 0),
(13578, 1215675947, 3, 2, 38, 415874860, 0, 0, 6, 0),
(13579, 1215675949, 3, 2, 103, -589100132, 1, 4, 6, 0),
(13580, 1215675951, 3, 2, 134, 704316375, 0, 0, 6, 0),
(13581, 1215675965, 3, 2, 15, 1043318518, 0, 0, 6, 0),
(13582, 1215675983, 2, 1, 0, -1407318512, 0, 0, 9, 23),
(13583, 1215675986, 2, 2, 13, -1092499637, 0, 0, 7, 0),
(13584, 1215676020, 3, 2, 99, -1042215606, 0, 0, 6, 0),
(13585, 1215676021, 3, 2, 185, 1504682274, 0, 0, 6, 0),
(13586, 1215676026, 2, 1, 36, 1348395636, 1, 1, 9, 10),
(13587, 1215676063, 3, 2, 134, -992404316, 0, 0, 6, 0),
(13588, 1215676067, 1, 2, 103, 996042131, 0, 0, 6, 0),
(13589, 1215676070, 5, 2, 67, 1417397830, 0, 0, 7, 0),
(13590, 1215676074, 2, 1, 99, 1449517221, 0, 0, 9, 21),
(13591, 1215676077, 5, 2, 0, -1092467522, 0, 0, 7, 0),
(13592, 1215676103, 3, 2, 22, 1538368831, 0, 0, 6, 0),
(13593, 1215676115, 3, 2, 0, -1062729035, 1, 2, 6, 0),
(13594, 1215676130, 2, 2, 67, 1395338865, 0, 0, 7, 0),
(13595, 1215676157, 3, 2, 56, 1471439014, 0, 0, 6, 0),
(13596, 1215676178, 3, 2, 103, 1001669324, 0, 0, 6, 0),
(13597, 1215676182, 3, 2, 56, -1928984501, 0, 0, 6, 0),
(13598, 1215676207, 2, 1, 185, 1500330508, 0, 0, 9, 26),
(13599, 1215676207, 5, 2, 111, -628764073, 0, 0, 6, 0),
(13600, 1215676211, 3, 2, 100, -895589278, 1, 5, 6, 0),
(13601, 1215676217, 3, 2, 99, -710726694, 0, 0, 6, 0),
(13602, 1215676219, 4, 2, 225, 1094151863, 0, 0, 7, 0),
(13603, 1215676235, 3, 2, 103, 1969250602, 0, 0, 6, 0),
(13604, 1215676242, 2, 2, 56, 1311951022, 0, 0, 7, 0),
(13605, 1215676256, 2, 3, 77, -732623473, 0, 0, 1, 12),
(13606, 1215676263, 2, 1, 103, 2046222944, 0, 0, 9, 50),
(13607, 1215676263, 2, 2, 108, 1327630873, 0, 0, 7, 0),
(13608, 1215676264, 2, 3, 222, -706278901, 0, 0, 2, 15),
(13609, 1215676285, 3, 2, 15, -718336276, 0, 0, 6, 0),
(13610, 1215676293, 2, 2, 185, 1360172883, 1, 2, 6, 0),
(13611, 1215676295, 3, 2, 103, 2079121274, 1, 2, 6, 0),
(13612, 1215676307, 2, 2, 67, 1305636861, 1, 2, 6, 0),
(13613, 1215676312, 3, 2, 48, 1020651666, 0, 0, 6, 0),
(13614, 1215676316, 2, 2, 225, 1147748093, 0, 0, 7, 0),
(13615, 1215676335, 3, 2, 99, -732167173, 1, 2, 6, 0),
(13616, 1215676338, 3, 2, 67, 1473954601, 0, 0, 6, 0),
(13617, 1215676339, 3, 2, 100, 2107793884, 1, 2, 6, 0),
(13618, 1215676341, 3, 2, 210, 2088293788, 0, 0, 6, 0),
(13619, 1215676372, 2, 3, 99, 1505393764, 0, 0, 2, 15),
(13620, 1215676377, 3, 2, 103, 2057491605, 1, 2, 6, 0),
(13621, 1215676380, 2, 2, 55, -711504924, 0, 0, 7, 0),
(13622, 1215676426, 2, 2, 152, -1113659491, 0, 0, 7, 0),
(13623, 1215676431, 2, 2, 67, 1396131018, 0, 0, 7, 0),
(13624, 1215676432, 3, 2, 233, 2064650425, 0, 0, 6, 0),
(13625, 1215676463, 2, 2, 67, 1477706647, 0, 0, 7, 0),
(13626, 1215676463, 2, 2, 56, 1437622122, 0, 0, 7, 0),
(13627, 1215676468, 2, 2, 67, 1501660004, 0, 0, 7, 0),
(13628, 1215676499, 2, 2, 43, 1357835031, 0, 0, 7, 0),
(13629, 1215676515, 3, 2, 48, -564621535, 0, 0, 6, 0),
(13630, 1215676519, 2, 2, 185, 1408669687, 0, 0, 7, 0),
(13631, 1215676528, 2, 2, 103, 1001530250, 0, 0, 7, 0),
(13632, 1215676537, 2, 2, 74, 1456195938, 1, 3, 7, 0),
(13633, 1215676548, 3, 2, 233, -553858543, 1, 2, 6, 0),
(13634, 1215676549, 3, 2, 67, 1394873708, 0, 0, 6, 0),
(13635, 1215676551, 3, 2, 31, -932735901, 0, 0, 7, 0),
(13636, 1215676573, 3, 2, 48, 994042403, 0, 0, 6, 0),
(13637, 1215676581, 2, 3, 225, 1103074307, 0, 0, 2, 15),
(13638, 1215676589, 5, 2, 103, 2057508966, 0, 0, 7, 0),
(13639, 1215676597, 2, 2, 177, 1089334341, 0, 0, 7, 0),
(13640, 1215676630, 2, 2, 15, 1445010742, 0, 0, 7, 0),
(13641, 1215676642, 2, 4, 99, 1507848936, 0, 0, 0, 0),
(13642, 1215676645, 3, 2, 217, 1320165130, 0, 0, 6, 0),
(13643, 1215676645, 2, 2, 15, 1416701243, 0, 0, 7, 0),
(13644, 1215676668, 3, 2, 13, -1103659976, 0, 0, 6, 0),
(13645, 1215676687, 2, 2, 48, 977152698, 0, 0, 7, 0),
(13646, 1215676709, 3, 2, 67, 1396334509, 0, 0, 6, 0),
(13647, 1215676711, 1, 2, 21, -902297689, 0, 0, 6, 0),
(13648, 1215676712, 3, 2, 139, 1333654342, 0, 0, 7, 0),
(13649, 1215676733, 3, 2, 217, 1491262783, 1, 2, 6, 0),
(13650, 1215676739, 5, 2, 0, -1408237073, 0, 0, 6, 0),
(13651, 1215676750, 5, 2, 77, 1453451975, 0, 0, 7, 0),
(13652, 1215676761, 2, 2, 108, 1460243164, 0, 0, 7, 0),
(13653, 1215676762, 2, 2, 46, -1105827324, 0, 0, 7, 0),
(13654, 1215676768, 2, 1, 108, 1379645353, 0, 0, 9, 50),
(13655, 1215676787, 3, 2, 139, -730969990, 1, 3, 6, 0),
(13656, 1215676848, 3, 2, 15, 1502660142, 1, 3, 6, 0),
(13657, 1215676870, 2, 2, 67, 1429685284, 0, 0, 7, 0),
(13658, 1215676886, 5, 2, 103, 2057784807, 0, 0, 6, 0),
(13659, 1215676886, 2, 2, 56, 1469201542, 0, 0, 7, 0),
(13660, 1215676897, 2, 2, 161, 1389988223, 0, 0, 7, 0),
(13661, 1215676910, 2, 2, 56, 1437616038, 1, 3, 6, 0),
(13662, 1215676924, 3, 2, 103, 2057551817, 0, 0, 6, 0),
(13663, 1215676945, 5, 2, 67, 1394755750, 0, 0, 7, 0),
(13664, 1215676974, 2, 2, 67, 1396070803, 0, 0, 7, 0),
(13665, 1215677030, 2, 3, 56, 1533047152, 0, 0, 2, 15),
(13666, 1215677047, 3, 2, 67, 1473897004, 1, 2, 6, 0),
(13667, 1215677053, 3, 2, 99, 1409350944, 0, 0, 6, 0),
(13668, 1215677067, 2, 1, 0, -1062731006, 0, 0, 9, 26),
(13669, 1215677085, 3, 2, 102, 1337291375, 0, 0, 6, 0),
(13670, 1215677102, 3, 2, 0, -711654183, 1, 2, 6, 0),
(13671, 1215677103, 5, 4, 185, 1450091134, 0, 0, 0, 0),
(13672, 1215677118, 3, 2, 174, 1394219224, 1, 3, 6, 0),
(13673, 1215677135, 2, 2, 46, -1105859019, 0, 0, 7, 0),
(13674, 1215677144, 3, 2, 99, 1370883559, 0, 0, 6, 0),
(13675, 1215677190, 3, 2, 185, 1387490834, 0, 0, 6, 0),
(13676, 1215677193, 3, 2, 64, 703141296, 0, 0, 6, 0),
(13677, 1215677212, 3, 2, 56, 1049611398, 0, 0, 6, 0),
(13678, 1215677215, 2, 3, 56, 1421725154, 0, 0, 2, 15),
(13679, 1215677249, 3, 2, 13, -1098209096, 0, 0, 6, 0),
(13680, 1215677269, 3, 2, 185, 1531844934, 0, 0, 6, 0),
(13681, 1215677276, 4, 2, 103, 1000545795, 1, 3, 6, 0),
(13682, 1215677281, 2, 2, 99, 1045288543, 0, 0, 7, 0),
(13683, 1215677306, 3, 2, 67, 1361487606, 0, 0, 6, 0),
(13684, 1215677309, 2, 3, 99, -649099270, 0, 0, 2, 12),
(13685, 1215677320, 2, 2, 77, 1525701551, 0, 0, 7, 0),
(13686, 1215677326, 3, 2, 100, 2107940972, 0, 0, 6, 0),
(13687, 1215677336, 2, 2, 139, 1333656188, 1, 2, 6, 0),
(13688, 1215677347, 2, 2, 103, 2057533026, 0, 0, 7, 0),
(13689, 1215677360, 2, 2, 94, 2012618162, 0, 0, 7, 0),
(13690, 1215677383, 3, 2, 99, 1409318890, 0, 0, 6, 0),
(13691, 1215677389, 3, 2, 48, 1947384594, 0, 0, 6, 0),
(13692, 1215677400, 2, 2, 67, 1361207593, 0, 0, 7, 0),
(13693, 1215677416, 2, 1, 185, 1467301245, 0, 0, 9, 50),
(13694, 1215677428, 2, 2, 67, 1474127547, 0, 0, 7, 0),
(13695, 1215677438, 2, 2, 103, -589163269, 0, 0, 7, 0),
(13696, 1215677452, 2, 3, 56, 1481288433, 0, 0, 2, 15),
(13697, 1215677460, 2, 3, 185, -1009072871, 0, 0, 2, 15),
(13698, 1215677486, 1, 2, 0, -1062731376, 0, 0, 6, 0),
(13699, 1215677495, 3, 2, 67, 1478099874, 0, 0, 6, 0),
(13700, 1215677505, 2, 2, 0, -1062691225, 0, 0, 7, 0),
(13701, 1215677515, 3, 2, 179, 1371655062, 0, 0, 6, 0),
(13702, 1215677527, 3, 2, 222, 1360468096, 0, 0, 7, 0),
(13703, 1215677541, 3, 2, 13, -1095854604, 0, 0, 7, 0),
(13704, 1215677543, 2, 3, 0, 168103937, 0, 0, 2, 11),
(13705, 1215677545, 2, 3, 99, -1042265296, 0, 0, 2, 11),
(13706, 1215677560, 3, 2, 99, 1348624300, 0, 0, 6, 0),
(13707, 1215677587, 3, 2, 179, 1051294633, 0, 0, 7, 0),
(13708, 1215677604, 2, 2, 56, 1527205070, 1, 2, 6, 0),
(13709, 1215677607, 3, 2, 56, 1294945084, 0, 0, 6, 0),
(13710, 1215677639, 2, 3, 185, 1311034680, 0, 0, 2, 15),
(13711, 1215677672, 3, 2, 103, 2079073648, 1, 2, 6, 0),
(13712, 1215677673, 5, 4, 56, -648947231, 0, 0, 0, 0),
(13713, 1215677691, 3, 2, 48, -571914398, 0, 0, 6, 0),
(13714, 1215677695, 3, 2, 210, 973705117, 1, 2, 6, 0),
(13715, 1215677733, 5, 2, 185, 1539892903, 0, 0, 7, 0),
(13716, 1215677741, 2, 2, 67, 1335395564, 0, 0, 7, 0),
(13717, 1215677742, 2, 2, 56, -639439322, 0, 0, 7, 0),
(13718, 1215677768, 5, 4, 99, -706835668, 0, 0, 0, 0),
(13719, 1215677771, 5, 2, 225, 1165406149, 0, 0, 7, 0),
(13720, 1215677780, 2, 2, 46, -932122493, 0, 0, 7, 0),
(13721, 1215677788, 3, 2, 185, 1476329817, 1, 2, 6, 0),
(13722, 1215677791, 2, 2, 222, 1348136454, 0, 0, 7, 0),
(13723, 1215677798, 3, 2, 31, -1118907292, 0, 0, 6, 0),
(13724, 1215677806, 2, 2, 67, 1394950036, 0, 0, 7, 0),
(13725, 1215677814, 3, 2, 31, -920784193, 0, 0, 6, 0),
(13726, 1215677831, 2, 2, 134, 704121364, 1, 4, 6, 0),
(13727, 1215677847, 2, 2, 67, 1395502453, 0, 0, 7, 0),
(13728, 1215677861, 2, 2, 108, 1379097889, 0, 0, 7, 0),
(13729, 1215677875, 2, 2, 0, -711655054, 0, 0, 7, 0),
(13730, 1215677899, 2, 2, 134, 704120137, 0, 0, 7, 0),
(13731, 1215677939, 3, 2, 152, -912684860, 1, 2, 6, 0),
(13732, 1215677959, 3, 2, 185, 1507790921, 0, 0, 6, 0),
(13733, 1215677966, 3, 2, 230, -1102183507, 0, 0, 6, 0),
(13734, 1215677970, 2, 2, 152, -1114039694, 0, 0, 6, 0),
(13735, 1215677976, 2, 2, 185, 1428086286, 0, 0, 7, 0),
(13736, 1215677978, 3, 2, 230, -1094268748, 1, 4, 6, 0),
(13737, 1215677978, 2, 2, 67, 1429769559, 0, 0, 7, 0),
(13738, 1215677987, 1, 2, 222, -731039278, 1, 2, 6, 0),
(13739, 1215677992, 3, 2, 111, 2078124513, 1, 2, 6, 0),
(13740, 1215677996, 1, 2, 225, -823815934, 0, 0, 6, 0),
(13741, 1215678017, 3, 2, 56, 1370335023, 0, 0, 6, 0),
(13742, 1215678028, 5, 2, 77, 1543770110, 0, 0, 7, 0),
(13743, 1215678039, 2, 2, 185, -1032928925, 0, 0, 6, 0),
(13744, 1215678041, 3, 2, 13, -1095711010, 1, 2, 6, 0),
(13745, 1215678049, 5, 4, 222, 1333578492, 0, 0, 0, 0),
(13746, 1215678057, 2, 2, 185, 1408100491, 0, 0, 7, 0),
(13747, 1215678087, 3, 2, 185, -1014501628, 0, 0, 6, 0),
(13748, 1215678103, 2, 2, 152, -914036804, 1, 3, 7, 0),
(13749, 1215678106, 3, 2, 217, 1320088071, 0, 0, 6, 0),
(13750, 1215678143, 2, 2, 103, 1001689842, 0, 0, 7, 0),
(13751, 1215678149, 3, 2, 77, 1378234430, 0, 0, 7, 0),
(13752, 1215678163, 2, 2, 77, 1558987643, 1, 4, 6, 0),
(13753, 1215678176, 3, 2, 185, -1014665781, 1, 2, 6, 0),
(13754, 1215678186, 2, 2, 103, 2057377480, 0, 0, 7, 0),
(13755, 1215678228, 2, 2, 67, 1476671191, 0, 0, 7, 0),
(13756, 1215678238, 1, 2, 185, -1009611524, 0, 0, 6, 0),
(13757, 1215678240, 3, 2, 48, 2101395217, 0, 0, 6, 0),
(13758, 1215678243, 3, 2, 134, 704336102, 0, 0, 6, 0),
(13759, 1215678243, 2, 2, 134, 704202770, 0, 0, 7, 0),
(13760, 1215678260, 2, 2, 134, 704215613, 0, 0, 7, 0),
(13761, 1215678280, 2, 2, 67, 1361176174, 0, 0, 7, 0),
(13762, 1215678339, 3, 2, 103, 1975706200, 1, 2, 6, 0),
(13763, 1215678357, 3, 2, 225, 1155611968, 0, 0, 6, 0),
(13764, 1215678367, 2, 2, 13, -1092602784, 0, 0, 7, 0),
(13765, 1215678383, 3, 2, 13, -906221398, 0, 0, 6, 0),
(13766, 1215678386, 3, 2, 30, -908175500, 0, 0, 6, 0),
(13767, 1215678393, 2, 3, 185, 1500316190, 0, 0, 2, 11),
(13768, 1215678395, 3, 2, 0, 701924231, 0, 0, 6, 0),
(13769, 1215678454, 3, 2, 230, -906458898, 0, 0, 6, 0),
(13770, 1215678476, 2, 2, 222, -1049750521, 0, 0, 7, 0),
(13771, 1215678484, 3, 2, 100, 2085713010, 1, 2, 6, 0),
(13772, 1215678484, 3, 2, 103, 2046223052, 1, 4, 6, 0),
(13773, 1215678493, 3, 2, 67, 1404122269, 0, 0, 6, 0),
(13774, 1215678497, 3, 2, 67, 1395395248, 0, 0, 6, 0),
(13775, 1215678504, 2, 2, 46, -908163409, 0, 0, 7, 0),
(13776, 1215678512, 3, 2, 103, 1976021115, 0, 0, 6, 0),
(13777, 1215678533, 2, 2, 6, -841358375, 0, 0, 7, 0),
(13778, 1215678536, 2, 2, 67, -640037123, 1, 2, 6, 0),
(13779, 1215678539, 3, 2, 0, -1067122481, 0, 0, 6, 0),
(13780, 1215678540, 3, 2, 225, 1154391575, 0, 0, 6, 0),
(13781, 1215678551, 3, 2, 103, 996018920, 1, 2, 6, 0),
(13782, 1215678565, 2, 3, 185, -735296170, 0, 0, 2, 15),
(13783, 1215678578, 2, 2, 152, -913501397, 0, 0, 6, 0),
(13784, 1215678601, 2, 2, 177, 1211245860, 0, 0, 6, 0),
(13785, 1215678602, 5, 2, 77, 1509068681, 0, 0, 7, 0),
(13786, 1215678606, 2, 2, 77, 1452487946, 0, 0, 7, 0),
(13787, 1215678610, 1, 2, 38, 1279366781, 0, 0, 6, 0),
(13788, 1215678611, 2, 2, 191, 1332124986, 0, 0, 7, 0),
(13789, 1215678612, 2, 2, 179, 1295392758, 0, 0, 7, 0),
(13790, 1215678625, 2, 2, 225, 1261282657, 0, 0, 7, 0),
(13791, 1215678635, 4, 2, 225, 1094151695, 0, 0, 7, 0),
(13792, 1215678643, 3, 2, 103, 995999859, 1, 4, 6, 0),
(13793, 1215678648, 3, 2, 67, 1403376643, 1, 3, 6, 0),
(13794, 1215678666, 2, 2, 31, -916680500, 1, 3, 6, 0),
(13795, 1215678677, 2, 2, 161, 1372346737, 0, 0, 7, 0),
(13796, 1215678680, 2, 2, 38, 1676890997, 0, 0, 7, 0),
(13797, 1215678688, 2, 3, 161, 1345869735, 0, 0, 2, 15),
(13798, 1215678693, 2, 2, 13, -1098254926, 0, 0, 7, 0),
(13799, 1215678707, 5, 1, 185, 1437351197, 0, 0, 9, 51),
(13800, 1215678714, 5, 3, 56, -648093957, 0, 0, 2, 15),
(13801, 1215678717, 3, 2, 103, -875237474, 1, 4, 6, 0),
(13802, 1215678721, 3, 2, 67, 1424494266, 0, 0, 6, 0),
(13803, 1215678735, 2, 2, 46, -1105877357, 0, 0, 7, 0),
(13804, 1215678746, 1, 2, 38, 1217197231, 0, 0, 6, 0),
(13805, 1215678747, 3, 2, 67, 1344263174, 0, 0, 6, 0),
(13806, 1215678760, 2, 2, 77, 1365479703, 0, 0, 7, 0),
(13807, 1215678766, 2, 2, 225, 1249788357, 1, 2, 6, 0),
(13808, 1215678768, 3, 2, 233, -553857964, 0, 0, 6, 0),
(13809, 1215678778, 2, 2, 64, 1388967100, 0, 0, 7, 0),
(13810, 1215678779, 2, 2, 56, 1404908416, 1, 2, 6, 0),
